@RELATION P1BotAgent

@ATTRIBUTE celda[8][10] NUMERIC
@ATTRIBUTE celda[9][10] NUMERIC
@ATTRIBUTE celda[9][11] NUMERIC
@ATTRIBUTE celda[10][10] NUMERIC
@ATTRIBUTE celda[11][10] NUMERIC
@ATTRIBUTE celda[10][11] NUMERIC
@ATTRIBUTE celda[11][11] NUMERIC
@ATTRIBUTE celda[10][12] NUMERIC
@ATTRIBUTE celda[11][12] NUMERIC
@ATTRIBUTE mario_x NUMERIC
@ATTRIBUTE mario_y NUMERIC
@ATTRIBUTE marioStatus NUMERIC
@ATTRIBUTE marioMode NUMERIC
@ATTRIBUTE isMarioOnGround {1, 0}
@ATTRIBUTE isMarioAbleToJump {1, 0}
@ATTRIBUTE isMarioAbleToShoot {1, 0}
@ATTRIBUTE isMarioCarrying {1, 0}
@ATTRIBUTE killsTotal NUMERIC
@ATTRIBUTE killsByFire NUMERIC
@ATTRIBUTE killsByStomp NUMERIC
@ATTRIBUTE killsByShell NUMERIC
@ATTRIBUTE timeLeft NUMERIC
@ATTRIBUTE distancePassedCells NUMERIC
@ATTRIBUTE distancePassedPhys NUMERIC
@ATTRIBUTE flowersDevoured NUMERIC
@ATTRIBUTE mushroomsDevoured NUMERIC
@ATTRIBUTE coinsGained NUMERIC
@ATTRIBUTE timeSpent NUMERIC
@ATTRIBUTE hiddenBlocksFound NUMERIC
@ATTRIBUTE reward NUMERIC
@ATTRIBUTE coins NUMERIC
@ATTRIBUTE bricks NUMERIC
@ATTRIBUTE enemys NUMERIC
@ATTRIBUTE coins_6 NUMERIC
@ATTRIBUTE enemys_6 NUMERIC
@ATTRIBUTE coins_12 NUMERIC
@ATTRIBUTE enemys_12 NUMERIC
@ATTRIBUTE coins_24 NUMERIC
@ATTRIBUTE enemys_24 NUMERIC
@ATTRIBUTE ACTION {PARADO, SALTA, AVANZA, JUMP-ADVANCE}
@data
0, 0, 0, -24, -60, -24, -60, 0, -60, 443.0, 153.39499, 2, 1, 0, 0, 1, 0, 2, 1, 1, 0, 194, 27, 443, 0, 0, 4, 5, 0, 31, 11, 12, 1, 0, 0, 0, 0, 2, 2, AVANZA
0, 0, 0, -24, -60, -24, -60, 0, -60, 443.6, 149.33574, 2, 1, 0, 0, 1, 0, 2, 1, 1, 0, 194, 27, 443, 0, 0, 4, 5, 0, 31, 11, 12, 1, 0, 0, 0, 0, 4, 2, AVANZA
0, 0, 0, -24, -60, -24, -60, 0, -60, 444.734, 148.88538, 2, 1, 0, 0, 1, 0, 2, 1, 1, 0, 194, 27, 444, 0, 0, 4, 5, 0, 31, 11, 12, 1, 0, 0, 0, 0, 4, 2, AVANZA
0, 0, 0, -24, -60, -24, -60, 0, -60, 446.34326, 151.50256, 2, 1, 0, 0, 1, 0, 2, 1, 1, 0, 194, 27, 446, 0, 0, 4, 5, 0, 31, 11, 12, 1, 0, 0, 0, 0, 4, 2, AVANZA
0, 0, 0, -24, -60, 0, -60, 0, -60, 448.3755, 156.72717, 2, 1, 0, 0, 1, 0, 2, 1, 1, 0, 194, 28, 448, 0, 0, 4, 5, 0, 31, 15, 13, 1, 0, 0, 0, 0, 4, 2, AVANZA
0, 0, 0, -24, -60, 0, -60, 0, -60, 450.78418, 159.0, 2, 1, 1, 0, 1, 0, 2, 1, 1, 0, 194, 28, 450, 0, 0, 4, 6, 0, 31, 15, 13, 1, 0, 0, 0, 0, 4, 2, AVANZA
0, 0, 0, -24, -60, 0, -60, 0, -60, 453.52792, 159.0, 2, 1, 1, 1, 1, 0, 2, 1, 1, 0, 194, 28, 453, 0, 0, 4, 6, 0, 31, 15, 13, 1, 0, 0, 0, 0, 4, 2, AVANZA
0, 0, 0, -24, -60, 0, -60, 0, -60, 456.56985, 159.0, 2, 1, 1, 1, 1, 0, 2, 1, 1, 0, 193, 28, 456, 0, 0, 4, 6, 0, 31, 15, 13, 1, 0, 0, 0, 0, 4, 2, AVANZA
0, 0, 0, -24, -60, 0, -60, 0, -60, 459.87717, 159.0, 2, 1, 1, 1, 1, 0, 2, 1, 1, 0, 193, 28, 459, 0, 0, 4, 6, 0, 31, 15, 13, 1, 0, 0, 0, 0, 4, 2, AVANZA
0, 0, 0, -24, -60, 0, -60, 0, -60, 463.4207, 159.0, 2, 1, 1, 1, 1, 0, 2, 1, 1, 0, 193, 28, 463, 0, 0, 6, 6, 0, 63, 13, 13, 1, 0, 0, 0, 0, 4, 2, AVANZA
0, 0, 0, 0, -60, 0, -60, 0, 0, 467.1744, 159.0, 2, 1, 1, 1, 1, 0, 2, 1, 1, 0, 193, 29, 467, 0, 0, 6, 6, 0, 63, 16, 14, 1, 0, 0, 1, 0, 6, 2, AVANZA
0, 0, 0, 0, -60, 0, -60, 0, 0, 471.11523, 159.0, 2, 1, 1, 1, 1, 0, 2, 1, 1, 0, 193, 29, 471, 0, 0, 6, 6, 0, 63, 16, 14, 1, 0, 0, 1, 0, 6, 2, AVANZA
